id,task,day,employee,complexity,clarity,time,train
id3256,a,e,e,0.655,0.609,,0
id3257,e,e,g,0.775,0.449,,0
id3258,d,e,f,0.939,0.431,,0
id3259,d,e,i,0.275,0.525,154.512,1
id3260,g,c,d,0.109,0.622,,0
id3261,d,b,f,0.147,0.52,,0
id3262,e,e,a,0.545,0.586,,0
id3263,c,b,a,0.021,0.596,210.763,1
id3264,b,e,e,0.288,0.391,461.625,1
id3265,f,e,e,0.407,0.473,,0
id3266,g,e,j,0.138,0.544,,0
id3267,g,b,g,0.204,0.646,,0
id3268,f,c,e,0.419,0.607,216.249,1
id3269,b,a,c,0.149,0.423,424.826,1
id3270,b,d,j,0.331,0.46,448.293,1
id3271,b,d,b,0.39,0.445,,0
id3272,d,a,i,0.496,0.525,,0
id3273,d,b,a,0.111,0.715,,0
id3274,b,d,j,0.422,0.486,210.671,1
id3275,e,d,c,0.897,0.44,,0
id3276,g,a,i,0.043,0.651,,0
id3277,b,c,i,0.209,0.494,231.512,1
id3278,g,d,e,0.281,0.586,,0
id3279,b,e,e,0.574,0.512,,0
id3280,c,a,i,0.136,0.714,,0
id3281,a,b,b,0.996,0.381,,0
id3282,e,d,g,0.61,0.596,,0
id3283,h,e,f,0.333,0.39,189.926,1
id3284,c,d,g,0.358,0.404,,0
id3285,f,a,d,0.594,0.306,214.025,1
id3286,h,a,c,0.097,0.527,,0
id3287,h,d,d,0.291,0.638,195.136,1
id3288,b,c,c,0.317,0.563,,0
id3289,a,b,h,0.434,0.529,218.143,1
id3290,h,c,g,0.15,0.503,,0
id3291,f,a,g,0.423,0.613,,0
id3292,f,d,a,0.933,0.56,307.862,1
id3293,a,e,h,0.995,0.502,354.546,1
id3294,a,d,j,0.826,0.617,,0
id3295,c,e,f,0.284,0.496,144.414,1
id3296,c,c,j,0.257,0.566,233.567,1
id3297,f,c,g,0.301,0.584,,0
id3298,c,c,g,0.426,0.624,126.304,1
id3299,c,b,h,0.258,0.698,186.091,1
id3300,g,d,c,0.328,0.676,196.308,1
id3301,d,c,i,0.787,0.361,,0
id3302,c,b,e,0.144,0.558,,0
id3303,e,e,g,0.767,0.492,,0
id3304,g,c,h,0.466,0.431,224.683,1
id3305,a,c,h,0.382,0.284,,0
id3306,f,e,j,0.647,0.465,,0
id3307,b,c,f,0.027,0.309,223.052,1
id3308,c,d,c,0.39,0.563,,0
id3309,f,e,j,0.598,0.587,198.12,1
id3310,e,c,i,0.729,0.318,,0
id3311,b,a,f,0.546,0.478,,0
id3312,b,b,i,0.609,0.548,272.658,1
id3313,a,b,d,0.392,0.368,,0
id3314,g,e,f,0.511,0.427,297.891,1
id3315,b,c,f,0.343,0.612,325.237,1
id3316,b,e,c,0.295,0.474,,0
id3317,a,d,e,0.949,0.399,,0
id3318,b,d,i,0.488,0.623,248.644,1
id3319,h,e,h,0.36,0.463,293.468,1
id3320,g,c,h,0.256,0.571,,0
id3321,e,b,i,0.291,0.76,256.307,1
id3322,h,d,h,0.729,0.367,,0
id3323,a,b,d,0.245,0.575,,0
id3324,h,c,d,0.48,0.5,164.296,1
id3325,e,c,d,0.211,0.389,,0
id3326,b,e,d,0.427,0.568,302.563,1
id3327,e,e,c,0.904,0.491,199.439,1
id3328,b,b,h,0.176,0.546,,0
id3329,a,e,h,0.898,0.425,,0
id3330,d,c,a,0.543,0.575,267.589,1
id3331,a,a,j,0.682,0.56,,0
id3332,g,e,d,0.567,0.363,,0
id3333,a,c,e,0.4,0.536,,0
id3334,f,c,f,0.765,0.333,214.127,1
id3335,d,d,i,0.499,0.578,,0
id3336,h,b,f,0.121,0.469,,0
id3337,b,e,d,0.501,0.502,,0
id3338,e,e,a,0.716,0.491,,0
id3339,f,b,d,0.669,0.702,188.226,1
id3340,b,c,h,0.581,0.622,304.473,1
id3341,f,a,d,0.9,0.559,175.328,1
id3342,d,b,h,0.329,0.362,,0
id3343,b,b,i,0.377,0.375,344.349,1
id3344,c,b,b,0.235,0.626,173.768,1
id3345,f,b,e,0.138,0.565,211.487,1
id3346,e,e,d,0.508,0.537,163.519,1
id3347,c,b,j,0.313,0.691,193.31,1
id3348,g,e,j,0.281,0.302,191.329,1
id3349,h,b,i,0.239,0.682,,0
id3350,c,b,g,0.278,0.543,,0
id3351,d,b,h,0.884,0.663,251.703,1
id3352,c,b,d,0.508,0.36,220.328,1
id3353,b,d,a,0.232,0.491,343.283,1
id3354,d,e,h,0.539,0.337,294.618,1
id3355,f,c,j,0.777,0.491,374.826,1
id3356,a,a,h,0.714,0.556,,0
id3357,b,d,a,0.756,0.599,281.849,1
id3358,g,a,e,0.172,0.434,101.199,1
id3359,f,b,a,0.859,0.289,213.427,1
id3360,a,d,c,0.797,0.492,286.58,1
id3361,e,a,c,0.45,0.535,241.573,1
id3362,c,e,c,0.317,0.593,,0
id3363,h,a,a,0.683,0.348,,0
id3364,c,d,e,0.634,0.561,,0
id3365,f,a,f,0.725,0.501,,0
id3366,g,b,f,0.111,0.663,269.437,1
id3367,h,e,f,0.348,0.497,316.418,1
id3368,c,b,e,0.766,0.47,,0
id3369,h,e,j,0.398,0.678,231.211,1
id3370,g,d,d,0.494,0.464,206.282,1
id3371,f,a,g,0.857,0.374,,0
id3372,a,a,f,0.48,0.587,,0
id3373,g,a,j,0.37,0.66,,0
id3374,f,a,f,0.136,0.448,129.432,1
id3375,d,d,d,0.944,0.301,,0
id3376,b,a,c,0.536,0.456,405.79,1
id3377,a,b,f,0.884,0.464,,0
id3378,c,d,c,0.476,0.545,227.949,1
id3379,c,e,h,0.126,0.457,250.626,1
id3380,g,b,i,0.27,0.431,,0
id3381,a,c,d,0.805,0.219,,0
id3382,h,d,c,0.249,0.375,220.686,1
id3383,g,b,g,0.459,0.479,,0
id3384,f,b,f,0.787,0.386,,0
id3385,f,e,e,0.216,0.694,,0
id3386,c,a,e,0.31,0.484,,0
id3387,e,e,h,0.295,0.421,201.354,1
id3388,f,d,d,0.602,0.533,265.431,1
id3389,a,b,h,0.864,0.411,423.917,1
id3390,e,a,i,0.459,0.408,263.312,1
id3391,g,e,d,0.464,0.437,221.779,1
id3392,c,e,c,0.324,0.5,283.406,1
id3393,b,d,a,0.513,0.441,,0
id3394,g,b,i,0.417,0.476,,0
id3395,h,d,g,0.431,0.487,,0
id3396,e,d,f,0.052,0.631,379.856,1
id3397,b,a,i,0.313,0.609,383.954,1
id3398,a,a,b,0.863,0.172,,0
id3399,e,a,e,0.709,0.342,,0
id3400,f,b,d,0.683,0.606,,0
id3401,b,e,i,0.315,0.592,305.846,1
id3402,c,d,g,0.529,0.712,,0
id3403,f,b,a,0.798,0.563,352.32,1
id3404,f,b,f,0.205,0.521,,0
id3405,h,d,h,0.299,0.439,,0
id3406,h,b,f,0.529,0.417,258.668,1
id3407,c,c,f,0.382,0.427,144.071,1
id3408,f,e,d,0.446,0.569,162.644,1
id3409,g,e,g,0.158,0.572,225.587,1
id3410,f,a,c,0.735,0.47,193.35,1
id3411,h,e,e,0.399,0.505,205.483,1
id3412,a,c,d,0.173,0.614,,0
id3413,a,d,a,0.512,0.63,,0
id3414,b,b,h,0.551,0.506,279.131,1
id3415,g,b,j,0.28,0.507,223.695,1
id3416,c,a,e,0.19,0.441,,0
id3417,e,d,g,0.208,0.564,315.909,1
id3418,d,c,j,0.643,0.634,336.423,1
id3419,b,b,i,0.383,0.49,367.347,1
id3420,g,a,i,0.4,0.349,,0
id3421,e,d,e,0.644,0.47,,0
id3422,c,d,c,0.327,0.536,172.915,1
id3423,a,c,e,0.346,0.532,,0
id3424,f,b,h,0.809,0.338,,0
id3425,e,b,j,0.284,0.51,,0
id3426,b,c,e,0.647,0.522,400.522,1
id3427,g,b,f,0.38,0.434,,0
id3428,c,a,j,0.243,0.483,218.347,1
id3429,g,b,a,0.691,0.358,379.952,1
id3430,c,b,a,0.199,0.521,291.001,1
id3431,b,a,e,0.731,0.449,290.751,1
id3432,h,e,h,0.445,0.489,,0
id3433,g,d,a,0.301,0.407,,0
id3434,h,d,c,0.779,0.439,309.602,1
id3435,g,e,b,0.353,0.51,213.564,1
id3436,a,b,h,0.786,0.265,,0
id3437,d,d,a,0.201,0.513,167.64,1
id3438,h,e,i,0.426,0.583,,0
id3439,d,e,a,0.75,0.567,,0
id3440,h,c,f,0.355,0.42,,0
id3441,h,c,e,0.365,0.681,,0
id3442,c,a,a,0.028,0.709,,0
id3443,g,a,j,0.443,0.59,,0
id3444,e,b,a,0.482,0.586,,0
id3445,f,c,h,0.986,0.374,,0
id3446,e,d,i,0.419,0.453,,0
id3447,c,b,h,0.159,0.619,116.702,1
id3448,g,b,i,0.658,0.584,,0
id3449,g,c,c,0.6,0.502,274.462,1
id3450,f,c,g,0.4,0.674,157.958,1
id3451,a,b,e,0.635,0.425,177.532,1
id3452,f,d,a,0.316,0.399,218.975,1
id3453,g,d,c,0.626,0.604,343.32,1
id3454,f,d,b,0.389,0.457,204.407,1
id3455,b,d,e,0.589,0.721,231.423,1
id3456,g,a,i,0.46,0.36,,0
id3457,h,c,g,0.347,0.707,,0
id3458,d,c,f,0.768,0.366,262.585,1
id3459,c,d,c,0.627,0.598,,0
id3460,a,b,j,0.826,0.46,361.789,1
id3461,c,e,c,0.354,0.539,234.866,1
id3462,g,e,b,0.199,0.506,208.635,1
id3463,f,e,c,0.952,0.59,240.551,1
id3464,b,d,i,0.265,0.49,,0
id3465,g,a,g,0.571,0.556,226.229,1
id3466,g,c,c,0.659,0.0,,0
id3467,h,a,j,0.376,0.414,215.708,1
id3468,a,d,f,0.914,0.305,403.586,1
id3469,e,a,e,0.45,0.58,120.11,1
id3470,c,a,a,0.426,0.453,,0
id3471,a,a,c,0.845,0.405,303.403,1
id3472,f,d,f,0.76,0.317,,0
id3473,h,b,b,0.52,0.425,,0
id3474,g,d,h,0.536,0.533,316.99,1
id3475,f,b,a,0.974,0.527,316.136,1
id3476,c,b,j,0.072,0.627,,0
id3477,b,c,c,0.517,0.398,346.223,1
id3478,g,a,f,0.147,0.451,,0
id3479,g,e,b,0.526,0.437,,0
id3480,h,e,b,0.479,0.419,,0
id3481,f,c,j,0.305,0.424,,0
id3482,b,b,c,0.624,0.614,452.044,1
id3483,h,e,h,0.103,0.646,272.707,1
id3484,c,c,d,0.242,0.704,188.12,1
id3485,d,c,h,0.821,0.356,,0
id3486,e,c,b,0.368,0.539,137.842,1
id3487,e,c,d,0.222,0.563,,0
id3488,g,b,i,0.409,0.389,178.146,1
id3489,c,c,g,0.449,0.584,190.64,1
id3490,f,c,d,0.812,0.575,,0
id3491,h,d,c,0.228,0.541,,0
id3492,e,c,d,0.277,0.55,115.258,1
id3493,b,c,b,0.68,0.561,,0
id3494,g,b,b,0.362,0.725,,0
id3495,a,a,i,0.791,0.471,,0
id3496,d,d,j,0.637,0.45,,0
id3497,f,c,c,0.803,0.387,210.243,1
id3498,b,c,d,0.391,0.521,,0
id3499,f,c,c,0.369,0.591,,0
id3500,b,b,a,0.531,0.336,,0
id3501,h,d,i,0.095,0.459,139.979,1
id3502,e,a,g,0.319,0.523,267.285,1
id3503,f,a,b,0.721,0.575,276.707,1
id3504,a,e,g,0.784,0.442,,0
id3505,f,c,b,0.752,0.339,,0
id3506,f,c,e,0.662,0.478,241.733,1
id3507,b,e,i,0.823,0.286,406.109,1
id3508,d,d,e,0.296,0.485,163.101,1
id3509,f,c,c,0.215,0.604,,0
id3510,c,d,c,0.405,0.53,,0
id3511,a,b,f,0.743,0.459,,0
id3512,h,b,j,0.513,0.409,205.536,1
id3513,d,e,g,0.894,0.225,,0
id3514,e,b,a,0.43,0.458,,0
id3515,a,e,j,0.892,0.422,397.683,1
id3516,e,a,e,0.641,0.658,109.674,1
id3517,c,c,f,0.556,0.558,143.033,1
id3518,h,d,c,0.23,0.492,239.56,1
id3519,b,a,i,0.639,0.384,305.364,1
id3520,e,c,c,0.272,0.555,,0
id3521,d,b,h,0.726,0.457,259.392,1
id3522,c,d,b,0.257,0.554,,0
id3523,b,c,b,0.706,0.624,,0
id3524,d,b,h,0.474,0.608,,0
id3525,g,d,d,0.259,0.697,,0
id3526,a,c,j,0.715,0.447,298.326,1
id3527,h,d,j,0.209,0.574,,0
id3528,c,d,j,0.176,0.533,,0
id3529,b,b,j,0.517,0.544,,0
id3530,g,a,g,0.692,0.433,227.252,1
id3531,b,b,d,0.732,0.431,,0
id3532,f,a,e,0.464,0.615,172.199,1
id3533,c,d,d,0.457,0.55,198.821,1
id3534,a,e,h,0.552,0.518,286.417,1
id3535,f,c,j,0.795,0.273,,0
id3536,g,c,d,0.322,0.605,,0
id3537,d,c,g,0.846,0.365,,0
id3538,b,d,a,0.559,0.397,364.972,1
id3539,e,d,b,0.316,0.435,170.246,1
id3540,c,e,f,0.301,0.483,141.647,1
id3541,a,c,d,0.305,0.621,211.963,1
id3542,c,c,g,0.703,0.339,,0
id3543,b,d,f,0.478,0.376,,0
id3544,e,b,a,0.596,0.432,,0
id3545,b,d,a,0.529,0.584,417.238,1
id3546,e,e,d,0.575,0.511,169.71,1
id3547,h,d,b,0.219,0.503,303.569,1
id3548,c,b,i,0.312,0.554,152.47,1
id3549,h,a,i,0.192,0.489,144.998,1
id3550,b,d,b,0.728,0.307,359.295,1
id3551,e,a,c,0.552,0.504,,0
id3552,f,b,a,0.942,0.51,,0
id3553,b,c,j,0.662,0.57,,0
id3554,g,a,g,0.68,0.422,333.369,1
id3555,a,b,f,0.79,0.356,,0
id3556,b,d,j,0.635,0.614,,0
id3557,e,b,i,0.553,0.528,,0
id3558,d,a,e,0.366,0.459,125.588,1
id3559,h,e,f,0.608,0.426,258.659,1
id3560,h,c,c,0.4,0.557,,0
id3561,a,e,f,0.118,0.836,,0
id3562,a,e,g,0.416,0.704,,0
id3563,d,a,h,0.702,0.491,,0
id3564,e,d,a,0.638,0.285,,0
id3565,c,e,a,0.528,0.368,,0
id3566,b,a,g,0.407,0.571,,0
id3567,g,a,d,0.51,0.258,,0
id3568,h,b,a,0.162,0.695,145.541,1
id3569,c,a,j,0.18,0.425,,0
id3570,c,e,f,0.44,0.645,,0
id3571,a,c,c,0.775,0.44,,0
id3572,h,d,j,0.307,0.577,223.937,1
id3573,a,a,h,0.746,0.463,347.484,1
id3574,h,e,c,0.485,0.511,,0
id3575,d,c,c,0.971,0.267,,0
id3576,b,d,b,0.454,0.342,345.812,1
id3577,b,c,f,0.374,0.585,375.068,1
id3578,g,e,c,0.494,0.605,,0
id3579,c,b,c,0.175,0.706,,0
id3580,f,d,j,0.825,0.527,,0
id3581,e,d,e,0.425,0.724,,0
id3582,a,d,f,0.133,0.508,231.339,1
id3583,a,b,g,0.775,0.247,211.822,1
id3584,e,c,b,0.459,0.423,200.598,1
id3585,e,b,b,0.828,0.404,,0
id3586,f,d,d,0.92,0.338,278.591,1
id3587,b,c,i,0.457,0.521,,0
id3588,d,b,i,0.633,0.4,,0
id3589,f,b,h,0.548,0.762,226.661,1
id3590,h,d,g,0.168,0.303,,0
id3591,g,c,i,0.263,0.595,,0
id3592,f,c,f,0.647,0.496,,0
id3593,a,a,b,0.469,0.482,,0
id3594,c,b,i,0.225,0.821,,0
id3595,a,e,e,0.557,0.24,,0
id3596,h,c,f,0.448,0.448,,0
id3597,f,d,a,0.757,0.371,350.877,1
id3598,f,e,e,0.865,0.336,,0
id3599,d,b,g,0.872,0.495,,0
id3600,b,d,f,0.391,0.419,,0
id3601,c,c,e,0.44,0.649,,0
id3602,h,b,h,0.337,0.548,,0
id3603,c,a,i,0.286,0.545,222.927,1
id3604,c,e,d,0.298,0.531,,0
id3605,b,a,d,0.365,0.487,,0
id3606,h,e,f,0.032,0.755,299.49,1
id3607,f,c,j,0.421,0.386,,0
id3608,f,d,c,0.494,0.569,243.342,1
id3609,d,c,g,0.52,0.616,359.186,1
id3610,c,a,g,0.254,0.34,212.81,1
id3611,c,e,j,0.406,0.51,,0
id3612,d,d,c,0.597,0.557,,0
id3613,a,a,a,0.581,0.531,240.992,1
id3614,b,d,j,0.551,0.473,,0
id3615,a,b,c,0.906,0.237,,0
id3616,a,b,h,0.453,0.432,,0
id3617,d,c,e,0.868,0.389,194.307,1
id3618,e,d,a,0.312,0.52,,0
id3619,g,e,d,0.595,0.447,,0
id3620,g,a,h,0.124,0.488,,0
id3621,e,b,h,0.329,0.554,217.247,1
id3622,d,d,g,0.062,0.617,,0
id3623,g,a,f,0.424,0.588,,0
id3624,f,e,e,0.26,0.534,276.449,1
id3625,b,c,a,0.615,0.597,357.532,1
id3626,d,e,c,0.443,0.527,,0
id3627,c,b,c,0.34,0.607,,0
id3628,f,c,j,0.866,0.623,,0
id3629,d,a,e,0.662,0.378,,0
id3630,e,b,a,0.8,0.471,288.121,1
id3631,b,b,g,0.593,0.479,,0
id3632,d,e,c,0.253,0.629,116.18,1
id3633,a,c,g,0.168,0.641,144.299,1
id3634,c,c,a,0.108,0.505,,0
id3635,g,a,j,0.494,0.485,298.596,1
id3636,h,b,a,0.181,0.513,,0
id3637,e,b,i,0.712,0.484,,0
id3638,c,e,f,0.566,0.519,,0
id3639,d,a,b,0.805,0.275,,0
id3640,d,a,e,0.431,0.619,,0
id3641,f,b,f,0.363,0.411,191.44,1
id3642,a,c,e,0.775,0.395,,0
id3643,d,b,c,0.982,0.185,298.366,1
id3644,d,e,i,0.561,0.565,169.636,1
id3645,f,e,i,0.953,0.371,240.774,1
id3646,b,c,b,0.473,0.518,197.662,1
id3647,h,d,c,0.334,0.364,230.158,1
id3648,d,a,c,0.841,0.449,359.103,1
id3649,h,e,i,0.359,0.412,,0
id3650,b,d,a,0.451,0.474,,0
id3651,h,b,g,0.214,0.443,188.069,1
id3652,c,e,h,0.105,0.665,169.955,1
id3653,e,d,g,0.52,0.508,,0
id3654,h,c,e,0.346,0.513,165.665,1
id3655,e,e,j,0.239,0.718,,0
id3656,h,a,a,0.356,0.542,179.572,1
id3657,e,d,f,0.481,0.492,,0
id3658,d,c,d,0.959,0.351,185.046,1
id3659,c,b,j,0.36,0.363,211.815,1
id3660,f,b,g,0.509,0.671,,0
id3661,a,b,e,0.411,0.407,227.319,1
id3662,f,c,e,0.685,0.454,220.513,1
id3663,b,d,f,0.148,0.437,361.598,1
id3664,b,d,b,0.397,0.475,,0
id3665,h,d,d,0.287,0.441,,0
id3666,f,b,j,0.626,0.371,292.204,1
id3667,h,b,b,0.416,0.433,206.598,1
id3668,h,b,j,0.122,0.721,366.471,1
id3669,g,e,j,0.657,0.464,,0
id3670,h,d,f,0.214,0.553,,0
id3671,f,a,g,0.595,0.447,,0
id3672,b,b,c,0.629,0.556,473.485,1
id3673,b,c,h,0.456,0.734,230.922,1
id3674,d,e,d,0.767,0.377,,0
id3675,b,e,d,0.445,0.632,354.474,1
id3676,e,c,b,0.233,0.652,,0
id3677,d,b,d,0.453,0.616,165.128,1
id3678,f,c,j,0.925,0.466,247.155,1
id3679,d,c,f,0.618,0.506,245.632,1
id3680,c,a,i,0.273,0.481,177.411,1
id3681,f,a,c,0.243,0.393,,0
id3682,g,d,a,0.524,0.517,283.921,1
id3683,b,a,e,0.619,0.571,275.504,1
id3684,b,a,b,0.747,0.501,340.68,1
id3685,g,e,f,0.344,0.496,,0
id3686,d,c,c,0.937,0.397,,0
id3687,e,e,j,0.048,0.51,,0
id3688,h,c,g,0.243,0.623,,0
id3689,d,c,d,0.557,0.606,,0
id3690,c,b,d,0.142,0.625,128.35,1
id3691,h,c,j,0.151,0.641,225.95,1
id3692,b,b,b,0.619,0.556,,0
id3693,d,b,b,0.734,0.479,,0
id3694,d,d,e,0.888,0.4,,0
id3695,c,e,e,0.291,0.528,158.938,1
id3696,c,e,b,0.311,0.841,249.73,1
id3697,g,d,c,0.264,0.605,,0
id3698,a,a,j,0.516,0.448,,0
id3699,c,c,g,0.495,0.532,,0
id3700,f,e,d,0.588,0.522,,0
id3701,a,a,i,0.973,0.503,359.299,1
id3702,b,c,h,0.597,0.455,531.739,1
id3703,e,b,a,0.422,0.55,211.678,1
id3704,a,e,a,0.328,0.603,193.748,1
id3705,b,e,a,0.282,0.44,,0
id3706,a,a,f,0.67,0.514,237.117,1
id3707,c,a,g,0.281,0.449,155.384,1
id3708,c,d,f,0.248,0.732,,0
id3709,g,d,e,0.221,0.498,,0
id3710,b,d,i,0.563,0.55,,0
id3711,h,b,d,0.087,0.553,181.579,1
id3712,e,e,f,0.813,0.535,,0
id3713,f,c,g,0.254,0.494,143.817,1
id3714,a,a,e,0.295,0.475,309.48,1
id3715,f,e,f,0.904,0.332,236.665,1
id3716,c,a,f,0.531,0.411,172.628,1
id3717,c,a,e,0.272,0.392,124.372,1
id3718,a,c,h,0.764,0.41,,0
id3719,g,d,a,0.287,0.537,,0
id3720,d,b,j,0.549,0.427,243.249,1
id3721,c,e,d,0.497,0.646,,0
id3722,d,a,h,0.991,0.324,186.64,1
id3723,f,b,g,0.806,0.48,,0
id3724,a,c,g,0.525,0.518,,0
id3725,d,a,a,0.816,0.421,285.677,1
id3726,h,b,a,0.191,0.6,,0
id3727,a,d,e,0.392,0.528,193.819,1
id3728,d,b,g,0.81,0.405,,0
id3729,d,c,g,0.27,0.563,,0
id3730,d,a,d,0.813,0.493,260.194,1
id3731,d,b,i,0.968,0.462,193.962,1
id3732,h,b,g,0.046,0.662,316.466,1
id3733,h,c,d,0.214,0.318,,0
id3734,b,a,d,0.449,0.545,,0
id3735,f,d,e,0.853,0.418,309.833,1
id3736,c,d,j,0.255,0.752,128.543,1
id3737,g,b,b,0.734,0.319,313.007,1
id3738,e,b,c,0.491,0.47,236.772,1
id3739,f,a,e,0.779,0.401,251.632,1
id3740,d,e,i,0.922,0.157,236.762,1
id3741,a,e,i,0.591,0.411,278.22,1
id3742,h,e,c,0.101,0.618,,0
id3743,a,c,i,0.696,0.518,,0
id3744,e,a,j,0.402,0.645,201.073,1
id3745,e,c,e,0.742,0.331,178.058,1
id3746,h,a,i,0.356,0.634,,0
id3747,a,d,i,0.562,0.471,216.586,1
id3748,d,e,f,0.669,0.504,,0
id3749,a,b,g,0.346,0.369,,0
id3750,d,d,g,0.401,0.487,245.041,1
id3751,g,d,c,0.402,0.293,,0
id3752,a,e,e,0.294,0.435,253.063,1
id3753,a,b,c,0.601,0.701,,0
id3754,d,c,j,0.942,0.683,,0
id3755,h,e,a,0.323,0.718,326.573,1
id3756,g,b,f,0.393,0.48,287.301,1
id3757,d,a,i,0.511,0.654,249.215,1
id3758,b,c,g,0.216,0.484,,0
id3759,c,e,c,0.064,0.492,,0
id3760,b,e,b,0.276,0.774,379.163,1
id3761,h,c,e,0.486,0.597,,0
id3762,e,e,f,0.358,0.694,258.749,1
id3763,c,c,f,0.33,0.478,149.807,1
id3764,c,e,b,0.316,0.204,,0
id3765,c,a,i,0.13,0.627,,0
id3766,h,c,f,0.261,0.522,,0
id3767,g,e,i,0.535,0.511,,0
id3768,c,b,b,0.572,0.275,,0
id3769,a,d,f,0.116,0.521,185.667,1
id3770,c,d,d,0.204,0.547,134.949,1
id3771,g,e,f,0.782,0.407,454.176,1
id3772,c,c,g,0.362,0.597,158.856,1
id3773,f,d,e,0.188,0.549,158.226,1
id3774,a,d,f,0.612,0.522,252.762,1
id3775,a,a,j,0.063,0.564,,0
id3776,g,c,j,0.302,0.684,,0
id3777,d,e,j,0.134,0.483,,0
id3778,a,a,i,0.776,0.396,,0
id3779,c,e,g,0.189,0.706,178.576,1
id3780,h,d,c,0.237,0.657,269.254,1
id3781,f,d,g,0.74,0.591,281.77,1
id3782,h,a,g,0.162,0.753,250.34,1
id3783,g,a,d,0.209,0.61,,0
id3784,c,b,i,0.267,0.573,138.946,1
id3785,e,d,a,0.388,0.655,,0
id3786,g,d,j,0.275,0.444,188.402,1
id3787,f,e,f,0.175,0.663,160.17,1
id3788,h,e,d,0.561,0.631,,0
id3789,e,a,i,0.917,0.333,288.794,1
id3790,g,e,a,0.278,0.469,314.368,1
id3791,b,c,b,0.749,0.408,227.046,1
id3792,b,c,h,0.75,0.453,,0
id3793,a,e,j,0.929,0.339,355.977,1
id3794,h,b,f,0.472,0.433,,0
id3795,c,d,d,0.239,0.572,137.241,1
id3796,e,e,i,0.434,0.614,354.461,1
id3797,c,d,a,0.302,0.371,280.836,1
id3798,d,b,d,0.625,0.288,,0
id3799,e,c,b,0.814,0.534,146.514,1
id3800,c,c,e,0.246,0.588,121.837,1
id3801,d,c,c,0.638,0.33,,0
id3802,d,d,i,0.877,0.397,,0
id3803,a,a,h,0.762,0.223,,0
id3804,h,e,a,0.248,0.533,474.959,1
id3805,f,e,j,0.14,0.541,,0
id3806,c,c,c,0.283,0.51,,0
id3807,b,d,i,0.704,0.412,,0
id3808,f,e,a,0.316,0.573,293.681,1
id3809,g,a,j,0.788,0.469,,0
id3810,h,c,d,0.285,0.791,134.977,1
id3811,c,e,i,0.324,0.593,,0
id3812,g,a,i,0.212,0.64,,0
id3813,f,e,a,0.814,0.471,,0
id3814,a,d,f,0.826,0.31,317.44,1
id3815,a,c,d,0.531,0.352,,0
id3816,g,d,a,0.683,0.394,283.298,1
id3817,f,e,f,0.773,0.588,,0
id3818,e,c,j,0.892,0.451,,0
id3819,d,c,g,0.09,0.592,,0
id3820,f,b,e,0.284,0.499,,0
id3821,c,c,e,0.24,0.505,105.623,1
id3822,b,a,h,0.293,0.522,,0
id3823,h,e,g,0.421,0.406,,0
id3824,a,b,i,0.287,0.763,312.371,1
id3825,e,d,c,0.275,0.557,189.511,1
id3826,c,c,c,0.469,0.571,,0
id3827,h,e,e,0.243,0.724,178.623,1
id3828,g,b,f,0.18,0.57,,0
id3829,f,e,i,0.408,0.576,192.296,1
id3830,d,c,c,0.566,0.399,298.815,1
id3831,h,d,h,0.119,0.681,,0
id3832,g,b,g,0.198,0.528,313.186,1
id3833,g,a,e,0.166,0.458,226.285,1
id3834,h,e,h,0.407,0.539,,0
id3835,a,b,b,0.713,0.373,,0
id3836,g,b,h,0.332,0.403,259.843,1
id3837,e,d,c,0.455,0.595,214.593,1
id3838,g,b,d,0.895,0.502,362.681,1
id3839,c,b,f,0.295,0.566,164.627,1
id3840,g,d,h,0.482,0.501,239.373,1
id3841,d,c,f,0.949,0.138,287.2,1
id3842,f,c,g,0.538,0.66,,0
id3843,c,e,c,0.366,0.637,195.213,1
id3844,a,c,g,0.8,0.451,,0
id3845,g,c,d,0.606,0.378,154.142,1
id3846,d,b,i,0.441,0.663,,0
id3847,d,a,d,0.348,0.683,203.479,1
id3848,f,a,d,0.813,0.399,173.72,1
id3849,c,d,a,0.561,0.529,219.873,1
id3850,e,b,f,0.186,0.668,221.697,1
id3851,f,d,i,0.492,0.651,,0
id3852,h,a,i,0.198,0.809,150.568,1
id3853,c,b,b,0.516,0.419,,0
id3854,c,e,b,0.261,0.458,160.873,1
id3855,d,a,j,0.622,0.606,,0
id3856,f,d,a,0.692,0.442,,0
id3857,d,e,f,0.59,0.622,191.024,1
id3858,h,e,e,0.052,0.66,,0
id3859,a,d,b,0.858,0.41,333.014,1
id3860,b,d,h,0.31,0.603,,0
id3861,g,d,g,0.694,0.541,,0
id3862,a,d,g,0.642,0.445,,0
id3863,h,a,a,0.128,0.615,209.994,1
id3864,a,e,f,0.963,0.517,,0
id3865,h,b,h,0.404,0.563,,0
id3866,f,a,e,0.875,0.605,219.861,1
id3867,c,d,g,0.122,0.553,166.905,1
id3868,a,a,g,0.612,0.425,190.168,1
id3869,c,c,d,0.373,0.66,,0
id3870,h,d,e,0.377,0.504,,0
id3871,d,b,i,0.926,0.546,231.783,1
id3872,c,c,g,0.115,0.535,,0
id3873,g,e,g,0.867,0.372,404.86,1
id3874,h,b,h,0.492,0.709,,0
id3875,a,e,b,0.857,0.327,328.164,1
id3876,g,d,j,0.658,0.379,,0
id3877,e,b,a,0.446,0.651,239.66,1
